sample_id,row,col,revealed_at,committed_class,commit_prob,solvable
200,4,2,36,4,0.07334,0
200,4,3,40,0,0.75842,0
200,4,4,93,0,1.0,0
200,4,5,33,0,0.99311,0
200,4,6,35,0,0.99177,0
200,4,7,3,0,0.38879,0
200,4,8,61,0,0.99999,0
200,4,9,79,0,1.0,0
200,5,0,34,0,1.0,0
200,5,1,91,1,0.99804,0
200,5,2,57,3,0.31279,0
200,5,3,44,0,0.84786,0
200,5,4,14,0,0.84903,0
200,5,5,4,0,0.55963,0
200,5,6,84,0,0.9946,0
200,5,7,64,0,0.98537,0
200,5,8,97,0,1.0,0
200,5,9,24,0,1.0,0
200,6,0,28,0,1.0,0
200,6,1,25,1,0.63837,0
200,6,2,67,4,0.13895,0
200,6,3,45,1,0.24582,0
200,6,4,32,0,0.81187,0
200,6,5,6,0,0.6669,0
200,6,6,90,0,0.97937,0
200,6,7,92,0,0.97208,0
200,6,8,38,0,0.96869,0
200,6,9,71,0,1.0,0
200,7,0,19,0,1.0,0
200,7,1,12,1,0.48548,0
200,7,2,99,3,1.0,0
200,7,3,42,3,0.12315,0
200,7,4,85,0,0.78937,0
200,7,5,54,1,0.50516,0
200,7,6,95,1,0.72259,0
200,7,7,0,1,0.28186,0
200,7,8,31,0,0.43695,0
200,7,9,80,0,1.0,0
200,8,0,16,0,1.0,0
200,8,1,18,4,0.40017,0
200,8,2,52,1,0.69136,0
200,8,3,7,3,0.03738,0
200,8,4,87,1,0.99995,0
200,8,5,15,1,0.56801,0
200,8,6,5,1,0.66141,0
200,8,7,66,4,0.35213,0
200,8,8,53,2,0.041,0
200,8,9,98,0,1.0,0
200,9,0,82,0,1.0,0
200,9,1,1,0,1.0,0
200,9,2,17,0,1.0,0
200,9,3,2,0,1.0,0
200,9,4,83,0,1.0,0
200,9,5,10,0,1.0,0
200,9,6,88,0,1.0,0
200,9,7,23,0,1.0,0
200,9,8,26,0,1.0,0
200,9,9,96,0,1.0,0
